texts,llm_responses,actual_labels,complete_responses,extracted_labels
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",0,0,"ModelResponse(id='90ac509cad74818f', created=1738353909, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=101, total_tokens=103, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",0,0,"ModelResponse(id='90ac50a1eb30818f', created=1738353913, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=114, total_tokens=116, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,0,0,"ModelResponse(id='90ac50b78858818f', created=1738353913, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=92, total_tokens=94, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",0,1,"ModelResponse(id='90ac50babbe9818f', created=1738353914, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=103, total_tokens=105, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,0,2,"ModelResponse(id='90ac50bdfef7818f', created=1738353914, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=91, total_tokens=93, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0,2,"ModelResponse(id='90ac50c13a15818f', created=1738353915, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=85, total_tokens=87, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",0,0,"ModelResponse(id='90ac50c6e842818f', created=1738353916, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=109, total_tokens=111, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .",0,2,"ModelResponse(id='90ac50ccbe68818f', created=1738353917, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=103, total_tokens=105, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,0,2,"ModelResponse(id='90ac50d1db7f818f', created=1738353918, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=103, total_tokens=105, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,1,"ModelResponse(id='90ac50d50e66818f', created=1738353918, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=2, prompt_tokens=91, total_tokens=93, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
