sentences,llm_responses,actual_labels,complete_responses
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .","NEUTRAL
The sentence is a factual statement listing the countries where the customers come from, without expressing any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-bdf2cf08-c953-4aeb-a8be-be9d3813345c', created=1739170587, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a factual statement listing the countries where the customers come from, without expressing any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=159, total_tokens=186, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .","NEUTRAL
The sentence describes factual information about a real estate fund without expressing any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-4fc9f9a4-143e-441c-9fbd-6c31cb5f8277', created=1739170588, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence describes factual information about a real estate fund without expressing any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=146, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
The value of the contracts is about EUR 3.3 mn .,"NEUTRAL
The sentence simply states a factual value without expressing any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-ea3e5584-354a-4f6a-bd00-e291442510fe', created=1739170589, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence simply states a factual value without expressing any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=19, prompt_tokens=116, total_tokens=135, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .","NEUTRAL
The sentence is a factual statement about a company's export activities, without expressing any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-25b82686-bc89-4ad2-8e45-40925e2ae6a9', created=1739170589, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence is a factual statement about a company's export activities, without expressing any positive or negative sentiment.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=135, total_tokens=161, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .","NEUTRAL
The sentence describes potential value and growth prospects of a company, but doesn't express a clear positive or negative sentiment. It's an objective assessment of the company's position.
",2,"ModelResponse(id='chatcmpl-00d76a2c-19f0-47d9-9052-ea66191beca3', created=1739170590, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence describes potential value and growth prospects of a company, but doesn't express a clear positive or negative sentiment. It's an objective assessment of the company's position.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=41, prompt_tokens=136, total_tokens=177, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .","NEUTRAL
The sentence describes a factual order and its components without expressing any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-3b369cee-0184-40e9-81c1-9eca01d13f32', created=1739170591, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence describes a factual order and its components without expressing any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=129, total_tokens=150, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .","NEUTRAL
The sentence describes a financial situation, comparing profit and loss figures without expressing any positive or negative sentiment.
",2,"ModelResponse(id='chatcmpl-cfba1a04-7977-4059-9509-882b53be1538', created=1739170591, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence describes a financial situation, comparing profit and loss figures without expressing any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=146, total_tokens=170, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","NEUTRAL
The sentence describes factual information about the company's order book and its growth, without expressing any positive or negative sentiment.
",2,"ModelResponse(id='chatcmpl-4b44e6c5-792b-423d-86f6-2fafc7e1e72d', created=1739170592, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence describes factual information about the company's order book and its growth, without expressing any positive or negative sentiment.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=168, total_tokens=196, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,"NEUTRAL
The sentence describes an investigation of sales opportunities, which is a neutral activity without inherent positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-660b56c3-67ce-4d5c-b81c-79a775beb2d3', created=1739170592, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence describes an investigation of sales opportunities, which is a neutral activity without inherent positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=121, total_tokens=146, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,"NEUTRAL
The sentence reports factual financial information about a company's net loss, without expressing any positive or negative sentiment.
",2,"ModelResponse(id='chatcmpl-7f2d561a-2f7c-4958-8f96-eece82271d64', created=1739170593, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence reports factual financial information about a company's net loss, without expressing any positive or negative sentiment.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=187, total_tokens=213, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
Exports grew 16.5 percent to 19.1 million liters .,"NEUTRAL
This sentence describes a factual increase in exports without expressing any positive or negative sentiment.
",2,"ModelResponse(id='chatcmpl-7bb377c9-7ea7-43af-a00d-2fc126315175', created=1739170594, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThis sentence describes a factual increase in exports without expressing any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=119, total_tokens=139, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",,2,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,"NEUTRAL
The sentence is a factual statement about the structure of a new organization and does not express any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-f5fffd0f-188a-4084-a7e4-7e0ff00cb4cf', created=1739170595, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a factual statement about the structure of a new organization and does not express any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=119, total_tokens=146, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
The value of the order is USD 2.3 mn .,"NEUTRAL
The sentence simply states a factual value without expressing any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-89458572-3392-4ef4-a53b-bea5d79c0b54', created=1739170595, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence simply states a factual value without expressing any positive or negative sentiment.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=19, prompt_tokens=115, total_tokens=134, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",,2,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,,1,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,,1,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
