sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .","NEUTRAL
This sentence is a simple list of countries and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e63453c5d065d', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThis sentence is a simple list of countries and does not express any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=169, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .","NEUTRAL
This sentence is a factual statement about a real estate fund's investment activities and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e63456f7920d1', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThis sentence is a factual statement about a real estate fund's investment activities and does not express any positive or negative sentiment. \n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=156, total_tokens=187, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
The value of the contracts is about EUR 3.3 mn .,"NEUTRAL
This sentence is a factual statement about the value of contracts and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e63451cee6fb3', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThis sentence is a factual statement about the value of contracts and does not express any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=126, total_tokens=153, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .","NEUTRAL
This sentence presents factual information about Honkarakenne's exports without expressing any positive or negative sentiment. 
",1,"ModelResponse(id='907e6353cbc30615', created=1737872330, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThis sentence presents factual information about Honkarakenne's exports without expressing any positive or negative sentiment. \n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=145, total_tokens=172, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .","NEUTRAL
The sentence discusses a potential business acquisition and highlights positive aspects of Tellabs (leading supply status, high-growth products) but doesn't express an explicitly positive or negative opinion about the situation. 
",2,"ModelResponse(id='907e63455a9c0579', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence discusses a potential business acquisition and highlights positive aspects of Tellabs (leading supply status, high-growth products) but doesn't express an explicitly positive or negative opinion about the situation. \n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=146, total_tokens=192, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .","NEUTRAL
This sentence is a factual statement describing the organization of ball mills in a mining operation. It does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e634548e620c3', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThis sentence is a factual statement describing the organization of ball mills in a mining operation. It does not express any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=139, total_tokens=172, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .","NEUTRAL
The sentence presents factual financial data without expressing any positive or negative sentiment. 
",2,"ModelResponse(id='907e63455bc85a2e', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence presents factual financial data without expressing any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=156, total_tokens=176, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","POSITIVE
The sentence reports positive financial performance with an increase in order book value and a significant portion of international orders. 
",2,"ModelResponse(id='907e63566f1cc93c', created=1737872331, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence reports positive financial performance with an increase in order book value and a significant portion of international orders. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=178, total_tokens=204, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,"NEUTRAL
This sentence is a factual statement about a company's investigation into sales opportunities and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e63453f3dd697', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThis sentence is a factual statement about a company's investigation into sales opportunities and does not express any positive or negative sentiment. \n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=131, total_tokens=162, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,"NEUTRAL
The sentence reports financial results (narrowed net loss) without expressing positive or negative sentiment about the situation. 
",2,"ModelResponse(id='907e63457e58c584', created=1737872328, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence reports financial results (narrowed net loss) without expressing positive or negative sentiment about the situation. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=197, total_tokens=224, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
