sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .","NEUTRAL
This sentence simply lists countries where customers are located. It doesn't express any sentiment, positive or negative. It's purely factual information.
",1,"ModelResponse(id='chatcmpl-6d6a62b1-1f87-4142-84be-302390f02944', created=1739129970, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThis sentence simply lists countries where customers are located. It doesn't express any sentiment, positive or negative. It's purely factual information.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=159, total_tokens=192, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .","NEUTRAL
This sentence presents factual information about an investment fund and its activities. It doesn't express any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-798e1f06-fdec-4d5e-b781-4ab215135eb5', created=1739129971, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThis sentence presents factual information about an investment fund and its activities. It doesn't express any positive or negative sentiment.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=146, total_tokens=174, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
The value of the contracts is about EUR 3.3 mn .,"NEUTRAL
The sentence presents factual information about the value of some contracts. It doesn't express any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-e0941b31-5639-45ac-b7d8-0c94b635cc3c', created=1739129972, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence presents factual information about the value of some contracts. It doesn't express any positive or negative sentiment.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=116, total_tokens=143, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .","NEUTRAL
This sentence presents factual information about the number of log houses exported to Japan. It doesn't express any positive or negative sentiment.
",1,"ModelResponse(id='chatcmpl-ed521423-64ce-4d01-9bb6-a4052900e216', created=1739129973, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThis sentence presents factual information about the number of log houses exported to Japan. It doesn't express any positive or negative sentiment.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=135, total_tokens=165, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .","NEUTRAL
The sentence presents factual information about Tellabs' potential value to other companies due to its market position and product offerings. It doesn't express any positive or negative sentiment.
",2,"ModelResponse(id='chatcmpl-51bbab98-b2f8-4fbe-80bf-5c9c6617f813', created=1739129974, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence presents factual information about Tellabs' potential value to other companies due to its market position and product offerings. It doesn't express any positive or negative sentiment.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=136, total_tokens=175, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .","NEUTRAL
The sentence describes the configuration of machinery for ore processing. It doesn't express any positive or negative sentiment. It's a factual statement.
",1,"ModelResponse(id='chatcmpl-c30f5ff9-569b-4e40-b4d9-3afd9a35e0d8', created=1739129975, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence describes the configuration of machinery for ore processing. It doesn't express any positive or negative sentiment. It's a factual statement.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=129, total_tokens=162, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .","POSITIVE
The company went from a net loss to a net profit, indicating positive financial performance.
",2,"ModelResponse(id='chatcmpl-d399dfb2-9c57-4d33-bd2d-7f48f0e2ba5d', created=1739129977, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe company went from a net loss to a net profit, indicating positive financial performance.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=146, total_tokens=166, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","NEUTRAL
The sentence presents factual information about the company's order book and its growth, without expressing any positive or negative sentiment.  It simply states the figures and the percentage increase.
",2,"ModelResponse(id='chatcmpl-531c7f2f-ad02-4be6-9414-44fc74b4255e', created=1739129977, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence presents factual information about the company's order book and its growth, without expressing any positive or negative sentiment.  It simply states the figures and the percentage increase.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=168, total_tokens=207, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,"NEUTRAL
The sentence states a fact about Aspo investigating sales opportunities. It doesn't express any positive or negative sentiment about the investigated opportunities or the business itself.  It's simply reporting an action.
",1,"ModelResponse(id='chatcmpl-d0219428-6677-4b4b-b289-23508bb4dc63', created=1739129979, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence states a fact about Aspo investigating sales opportunities. It doesn't express any positive or negative sentiment about the investigated opportunities or the business itself.  It's simply reporting an action.\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=44, prompt_tokens=121, total_tokens=165, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,"NEGATIVE
The sentence describes a narrowing net loss, which, while an improvement, still represents a negative financial outcome.  A loss, even a smaller one, indicates negative performance.
",2,"ModelResponse(id='chatcmpl-b109f220-e812-4beb-ad75-752927cad290', created=1739129980, model='gemini-1.5-pro-latest', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEGATIVE\nThe sentence describes a narrowing net loss, which, while an improvement, still represents a negative financial outcome.  A loss, even a smaller one, indicates negative performance.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=37, prompt_tokens=187, total_tokens=224, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])",
