tokens,actual_tags,predicted_tags,complete_responses
"['Around', '21,000', 'employees', ',', '9,000', 'of', 'whom', 'are', 'employed', 'in', 'the', 'UK', ',', 'are', 'to', 'be', 'made', 'redundant', 'after', 'the', '178-year-old', 'company', 'ceased', 'trading', 'and', 'went', 'into', 'compulsory', 'liquidation', 'this', 'morning.']","['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']","['Labels:', ""['O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'B-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I-EFFECT',"", ""'I""]","ModelResponse(id='8f12f6106d9f42d1-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""    Labels: ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=228, total_tokens=356, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['REUTERS/Aly', 'Song/File', 'Photo', '(', 'Reuters', ')', '-', 'Tencent', 'Holdings', 'Ltd', 'and', 'private', 'equity', 'partner', 'Hammer', 'Capital', 'have', 'offered', '$', '16', 'per', 'share', 'to', 'buy', 'out', 'the', 'other', 'shareholders', 'in', 'Chinese', 'car', 'comparison', 'website', 'Bitauto', 'Holdings', 'Ltd', ',', 'valuing', 'the', 'company', 'at', 'just', 'under', '$', '1.2', 'billion.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']","['Labels:', ""['O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O""]","ModelResponse(id='8f12f6109a4cefa7-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""    Labels: ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=256, total_tokens=384, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Finally', ',', 'Bank', 'of', 'America', 'reduced', 'their', 'price', 'target', 'on', 'Intrexon', 'from', '$', '7.00', 'to', '$', '6.00', 'and', 'set', 'an', 'underperform', 'rating', 'for', 'the', 'company', 'in', 'a', 'research', 'report', 'on', 'Friday', ',', 'August', '9th.', 'One', 'equities', 'research', 'analyst', 'has', 'rated', 'the', 'stock', 'with', 'a', 'sell', 'rating', ',', 'three', 'have', 'assigned', 'a', 'hold', 'rating', 'and', 'two', 'have', 'given', 'a', 'buy', 'rating', 'to', 'the', 'stock', '.', 'The', 'company', 'presently', 'has', 'a', 'consensus', 'rating', 'of', 'Hold', 'and', 'a', 'consensus', 'price', 'target', 'of', '$', '17.00.']","['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']","['Labels:', ""['O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O',"", ""'O""]","ModelResponse(id='8f12f6109f000cc2-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""    Labels: ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=332, total_tokens=460, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['RWR', 'traded', 'up', '$', '0.29', 'during', 'trading', 'on', 'Wednesday', ',', 'hitting', '$', '103.68.']","['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT']","['Labels:', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'B-EFFECT,', 'O,', 'B-EFFECT,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O']","ModelResponse(id='8f12f61069b843e3-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='    Labels: O, O, O, O, O, O, O, O, O, O, B-EFFECT, O, B-EFFECT, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=190, total_tokens=318, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['More', 'than', '20,000', 'jobs', 'across', 'the', 'group', 'are', 'at', 'risk', 'if', 'it', 'collapses', ',', 'with', '9,000', 'of', 'those', 'jobs', 'in', 'the', 'UK.']","['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']","['Labels:', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O']","ModelResponse(id='8f12f6107c007cf9-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='    Labels: O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=207, total_tokens=335, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Hubbard', ',', 'who', 'has', 'warned', 'consistently', 'about', 'the', 'dangers', 'of', 'debt', ',', 'was', 'also', 'an', 'architect', 'of', 'George', 'W.', 'Bush', ""'s"", 'tax', 'cuts', ',', 'which', 'added', 'an', 'estimated', 'three', 'hundred', 'billion', 'dollars', 'per', 'year', 'to', 'the', 'deficit.']","['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']","['Labels:', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O']","ModelResponse(id='8f12f610adde19c7-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='    Labels: O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=230, total_tokens=358, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['GTLS', 'traded', 'up', '$', '1.91', 'during', 'trading', 'on', 'Wednesday', ',', 'hitting', '$', '70.69.', '8,663', 'shares', 'of', 'the', 'stock', 'traded', 'hands', ',', 'compared', 'to', 'its', 'average', 'volume', 'of', '332,566', '.']","['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Labels:', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O']","ModelResponse(id='8f12f610886d429a-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='    Labels: O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=226, total_tokens=354, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Shares', 'of', 'BBGI', 'stock', 'traded', 'up', '$', '0.06', 'during', 'mid-day', 'trading', 'on', 'Wednesday', ',', 'hitting', '$', '3.13.']","['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'O', 'B-EFFECT', 'I-EFFECT', 'I-EFFECT']","['Labels:', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'B-EFFECT,', '$,', 'I-EFFECT,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O']","ModelResponse(id='8f12f6106a491a3c-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='    Labels: O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-EFFECT, $, I-EFFECT, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=199, total_tokens=327, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Spark', 'New', 'Zealand', 'fell', '0.9', 'percent', ',', 'or', '4', 'cents', ',', 'to', '$', '4.48', 'after', 'shedding', 'rights', 'to', '12.5', 'cents', 'of', 'dividends.']","['B-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'O', 'B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE']","['Labels:', 'O,', 'O,', 'O,', 'B-EFFECT,', 'I-EFFECT,', 'I-EFFECT,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O']","ModelResponse(id='8f12f6108876180d-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='    Labels: O, O, O, B-EFFECT, I-EFFECT, I-EFFECT, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=210, total_tokens=338, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'school', 'board', 'decided', 'to', 'ask', 'voters', 'to', 'renew', 'the', 'levy', 'at', 'the', 'current', 'rate', 'of', '$', '1.99', 'per', '$', '1,000', 'of', 'assessed', 'property', 'value.', 'Officials', 'estimate', 'the', 'levy', 'will', 'cost', 'a', 'typical', 'home', 'in', 'the', 'district', 'with', 'an', 'assessed', 'value', 'of', '$', '215,000', 'about', '$', '430', 'per', 'year.']","['B-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-CAUSE', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT', 'I-EFFECT']","['Labels:', 'O,', 'O,', 'O,', 'B-EFFECT,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O,', 'O']","ModelResponse(id='8f12f61089a61851-EWR', created=1734061524, model='together_ai/databricks/dbrx-instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='    Labels: O, O, O, B-EFFECT, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=266, total_tokens=394, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
