documents,llm_responses,actual_labels,complete_responses,extracted_labels
How do I locate my card?," The sentence ""How do I locate my card?"" belongs to the category 'card_delivery_estimate' or 'getting_physical_card'.",11,"ModelResponse(id='8e8ca90dc8a5091d-LAX', created=1732653278, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""How do I locate my card?"" belongs to the category \'card_delivery_estimate\' or \'getting_physical_card\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=34, prompt_tokens=741, total_tokens=775, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I still have not received my new card, I ordered over a week ago."," The sentence ""I still have not received my new card, I ordered over a week ago"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8ca9108d28091d-LAX', created=1732653278, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""I still have not received my new card, I ordered over a week ago"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=750, total_tokens=783, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I ordered a card but it has not arrived. Help please!," The sentence ""I ordered a card but it has not arrived. Help please!"" belongs to the category 'card_arrival' or 'card_delivery_estimate'.",11,"ModelResponse(id='8e8ca91318ff091d-LAX', created=1732653279, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""I ordered a card but it has not arrived. Help please!"" belongs to the category \'card_arrival\' or \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=38, prompt_tokens=747, total_tokens=785, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Is there a way to know when my card will arrive?," The sentence ""Is there a way to know when my card will arrive?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8ca916ef32091d-LAX', created=1732653279, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""Is there a way to know when my card will arrive?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=746, total_tokens=775, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
My card has not arrived yet.," The sentence ""My card has not arrived yet"" belongs to the category 'card_arrival'.",11,"ModelResponse(id='8e8ca9196bc8091d-LAX', created=1732653280, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""My card has not arrived yet"" belongs to the category \'card_arrival\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=741, total_tokens=763, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
When will I get my card?," The sentence ""When will I get my card?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8ca91cc8ca091d-LAX', created=1732653280, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""When will I get my card?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=741, total_tokens=765, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Do you know if there is a tracking number for the new card you sent me?," The sentence ""Do you know if there is a tracking number for the new card you sent me?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8ca91fdd39091d-LAX', created=1732653281, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""Do you know if there is a tracking number for the new card you sent me?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=34, prompt_tokens=751, total_tokens=785, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
i have not received my card," The sentence ""i have not received my card"" belongs to the category 'card_delivery_estimate' or 'card_arrival'.",11,"ModelResponse(id='8e8ca9238ba3091d-LAX', created=1732653281, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""i have not received my card"" belongs to the category \'card_delivery_estimate\' or \'card_arrival\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=32, prompt_tokens=740, total_tokens=772, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
still waiting on that card," The sentence ""still waiting on that card"" belongs to the category of ""card delivery estimate"" or ""card arrival"".",11,"ModelResponse(id='8e8ca92698c5091d-LAX', created=1732653282, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""still waiting on that card"" belongs to the category of ""card delivery estimate"" or ""card arrival"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=739, total_tokens=765, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Is it normal to have to wait over a week for my new card?," The sentence ""Is it normal to have to wait over a week for my new card?"" belongs to the category of 'card_delivery_estimate'.",11,"ModelResponse(id='8e8ca929ce21091d-LAX', created=1732653282, model='together_ai/mistralai/Mistral-7B-Instruct-v0.3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""Is it normal to have to wait over a week for my new card?"" belongs to the category of \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=749, total_tokens=782, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
