documents,llm_responses,actual_labels,complete_responses,extracted_labels
How do I locate my card?," The sentence ""How do I locate my card?"" belongs to the category of ""card delivery estimate"" or ""getting physical card"" or ""getting spare card"" or ""lost or stolen card"". This is because the user is asking for assistance in finding their card, which could indicate that they are unsure of its location, have lost it, or are waiting for a replacement card to arrive.",11,"ModelResponse(id='8e8cc7639a377c2d-LAX', created=1732654521, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""How do I locate my card?"" belongs to the category of ""card delivery estimate"" or ""getting physical card"" or ""getting spare card"" or ""lost or stolen card"". This is because the user is asking for assistance in finding their card, which could indicate that they are unsure of its location, have lost it, or are waiting for a replacement card to arrive.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=83, prompt_tokens=744, total_tokens=827, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",41
"I still have not received my new card, I ordered over a week ago."," The sentence ""I still have not received my new card, I ordered over a week ago"" belongs to the category of ""card_arrival"". This category includes issues and queries related to the delivery and arrival of a physical or virtual card.",11,"ModelResponse(id='8e8cc7699acd7c2d-LAX', created=1732654521, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""I still have not received my new card, I ordered over a week ago"" belongs to the category of ""card_arrival"". This category includes issues and queries related to the delivery and arrival of a physical or virtual card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=51, prompt_tokens=753, total_tokens=804, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I ordered a card but it has not arrived. Help please!," The sentence ""I ordered a card but it has not arrived. Help please!"" belongs to the category of ""card arrival"" in fine-grained single-domain intent detection for a banking or financial services domain. This category includes intents related to the status, delivery, and arrival of physical or virtual cards ordered by customers.",11,"ModelResponse(id='8e8cc76e48587c2d-LAX', created=1732654522, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""I ordered a card but it has not arrived. Help please!"" belongs to the category of ""card arrival"" in fine-grained single-domain intent detection for a banking or financial services domain. This category includes intents related to the status, delivery, and arrival of physical or virtual cards ordered by customers.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=67, prompt_tokens=750, total_tokens=817, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Is there a way to know when my card will arrive?," The sentence ""Is there a way to know when my card will arrive?"" belongs to the category of ""card arrival."" This category includes intents related to the delivery status and estimated arrival time of a physical or virtual card.",11,"ModelResponse(id='8e8cc773ef057c2d-LAX', created=1732654523, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""Is there a way to know when my card will arrive?"" belongs to the category of ""card arrival."" This category includes intents related to the delivery status and estimated arrival time of a physical or virtual card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=749, total_tokens=795, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
My card has not arrived yet.," The sentence ""My card has not arrived yet"" belongs to the category of ""card_arrival"". This category includes issues and inquiries related to the delivery and arrival of a physical or virtual card.",11,"ModelResponse(id='8e8cc77a7f337c2d-LAX', created=1732654524, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""My card has not arrived yet"" belongs to the category of ""card_arrival"". This category includes issues and inquiries related to the delivery and arrival of a physical or virtual card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=44, prompt_tokens=744, total_tokens=788, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
When will I get my card?," The sentence ""When will I get my card?"" belongs to the category of ""card_arrival"". This category includes intents related to the delivery, arrival, or estimated delivery time of a physical or virtual card.",11,"ModelResponse(id='8e8cc77f3c997c2d-LAX', created=1732654525, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""When will I get my card?"" belongs to the category of ""card_arrival"". This category includes intents related to the delivery, arrival, or estimated delivery time of a physical or virtual card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=744, total_tokens=790, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Do you know if there is a tracking number for the new card you sent me?," The sentence ""Do you know if there is a tracking number for the new card you sent me?"" belongs to the category of ""card_delivery_estimate"". This category includes intents related to the delivery status and estimated arrival time of a new or replacement card.",11,"ModelResponse(id='8e8cc7845a9a7c2d-LAX', created=1732654526, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""Do you know if there is a tracking number for the new card you sent me?"" belongs to the category of ""card_delivery_estimate"". This category includes intents related to the delivery status and estimated arrival time of a new or replacement card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=754, total_tokens=810, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
i have not received my card," The sentence ""I have not received my card"" belongs to the category of ""card_delivery_estimate"" or ""getting_physical_card"" as it indicates an issue with receiving a physical card.",11,"ModelResponse(id='8e8cc78989667c2d-LAX', created=1732654526, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""I have not received my card"" belongs to the category of ""card_delivery_estimate"" or ""getting_physical_card"" as it indicates an issue with receiving a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=743, total_tokens=789, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
still waiting on that card," The sentence ""still waiting on that card"" belongs to the category of ""card arrival"" or ""card delivery estimate."" This category includes intents related to the status, delivery, or arrival of a physical or virtual card.",11,"ModelResponse(id='8e8cc78e9f127c2d-LAX', created=1732654527, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""still waiting on that card"" belongs to the category of ""card arrival"" or ""card delivery estimate."" This category includes intents related to the status, delivery, or arrival of a physical or virtual card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=47, prompt_tokens=742, total_tokens=789, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Is it normal to have to wait over a week for my new card?," The sentence ""Is it normal to have to wait over a week for my new card?"" belongs to the category of ""card arrival."" This category includes intents related to the delivery, arrival, and estimated delivery time of a physical or virtual card.",11,"ModelResponse(id='8e8cc795bf9f7c2d-LAX', created=1732654528, model='together_ai/mistralai/Mixtral-8x7B-Instruct-v0.1', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=' The sentence ""Is it normal to have to wait over a week for my new card?"" belongs to the category of ""card arrival."" This category includes intents related to the delivery, arrival, and estimated delivery time of a physical or virtual card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=51, prompt_tokens=752, total_tokens=803, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
