texts,llm_responses,actual_labels,complete_responses,extracted_labels
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",0.0,0,"ModelResponse(id='chatcmpl-0031b275-92f0-6552-2662-f01a00f09638', created=1738363943, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=120, total_tokens=124, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",1.0,0,"ModelResponse(id='chatcmpl-13e9e482-d5d3-0638-ec04-0abba7e7fd1c', created=1738363944, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='1.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=129, total_tokens=133, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",1
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,0.0,0,"ModelResponse(id='chatcmpl-9b23a607-9e88-2703-d5e5-5b77bf6e374d', created=1738363944, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=108, total_tokens=112, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",0.0,1,"ModelResponse(id='chatcmpl-7655bec8-5e2f-43dd-0ebf-00c3477c81fb', created=1738363944, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=121, total_tokens=125, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,0.0,2,"ModelResponse(id='chatcmpl-8c14a569-a322-09f7-67e9-f847a0821b0b', created=1738363945, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=107, total_tokens=111, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0.0,2,"ModelResponse(id='chatcmpl-29b50639-1d38-d813-562d-c9e078afde1f', created=1738363945, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=99, total_tokens=103, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",1.0,0,"ModelResponse(id='chatcmpl-bcc17f21-b23d-3e11-a3c9-25b24f85746c', created=1738363946, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='1.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=133, total_tokens=137, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",1
"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .",0.0,2,"ModelResponse(id='chatcmpl-e09c86a0-ca03-765e-21f0-65452e92a605', created=1738363946, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=122, total_tokens=126, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,2.0,2,"ModelResponse(id='chatcmpl-5267b85a-fa43-9c4a-d693-0d9978ce8592', created=1738363947, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='2.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=117, total_tokens=121, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",2
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0.0,1,"ModelResponse(id='chatcmpl-91e65710-2c1e-3587-14fe-18ee98f5ded8', created=1738363947, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}))], usage=Usage(completion_tokens=4, prompt_tokens=108, total_tokens=112, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
