context,llm_responses,actual_target,actual_sentiment,complete_responses
"Sentence: Britain's FTSE steadies, supported by Dixons Carphone. Snippets: Britain's FTSE steadies, supported by Dixons Carphone. Target aspect: Dixons Carphone",,Dixons Carphone,0.329,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano. Snippets: Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano. Target aspect: Glaxo,,Glaxo,0.284,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: AstraZeneca sells Caprelsa rights to Sanofi unit. Snippets: AstraZeneca sells Caprelsa rights to Sanofi unit. Target aspect: Sanofi,,Sanofi,0.233,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change. Snippets: UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change. Target aspect: Barclays,,Barclays,-0.229,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout. Snippets: Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout. Target aspect: Rio Tinto,,Rio Tinto,-0.665,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"Sentence: FTSE led lower by M&S, GlaxoSmithKline. Snippets: FTSE led lower by M&S, GlaxoSmithKline. Target aspect: M&S",,M&S,-0.448,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Morrisons faces festive sales test. Snippets: Morrisons faces festive sales test. Target aspect: Morrisons,,Morrisons,-0.113,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: GKN to buy Fokker Technologies for 706 mln euros. Snippets: GKN to buy Fokker Technologies for 706 mln euros. Target aspect: GKN,,GKN,0.276,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group. Snippets: Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group. Target aspect: Ennismore Group,,Ennismore Group,0.198,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"Sentence: UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA. Snippets: UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA. Target aspect: CIB",,CIB,0.148,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Chime Communications Set To Be Acquired By WPP And Providence. Snippets: Chime Communications Set To Be Acquired By WPP And Providence. Target aspect: WPP,,WPP,0.202,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"Sentence: CompaniesNew Aggreko CEO to reshape business, strip costs. Snippets: CompaniesNew Aggreko CEO to reshape business, strip costs. Target aspect: Aggreko",,Aggreko,0.177,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug. Snippets: AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug. Target aspect: Inovio,,Inovio,0.33,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Rio Tinto CEO says iron ore market at equilibrium. Snippets: Rio Tinto CEO says iron ore market at equilibrium. Target aspect: Rio Tinto,,Rio Tinto,0.0,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: US sanctions put Gazprom-Shell alliance plans in jeopardy. Snippets: US sanctions put Gazprom-Shell alliance plans in jeopardy. Target aspect: Shell,,Shell,-0.314,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Standard Chartered Not Raising Capital Yet As Dividend Cut. Snippets: Standard Chartered Not Raising Capital Yet As Dividend Cut. Target aspect: Standard Chartered,,Standard Chartered,-0.158,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
Sentence: Tesco share price dips as Blinkbox Books closes ending supermarket's digital .... Snippets: Tesco share price dips as Blinkbox Books closes ending supermarket's digital .... Target aspect: Blinkbox,,Blinkbox,-0.357,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
