val_accuracy,prompt,new_prompt,new_prompt_val_accuracy
0.2088607594936709,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into ‘NEGATIVE’, ‘POSITIVE’, or ‘NEUTRAL’ class. Label ‘NEGATIVE’ if it is corresponding to negative sentiment, ‘POSITIVE’ if it is corresponding to positive sentiment, or ‘NEUTRAL’ if the sentiment is neutral. Provide the label in the first line and provide a short explanation in the second line.","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into ‘NEGATIVE’, ‘POSITIVE’, or ‘NEUTRAL’ class. Label ‘NEGATIVE’ if it is corresponding to negative sentiment, ‘POSITIVE’ if it is corresponding to positive sentiment, or ‘NEUTRAL’ if the sentiment is neutral. Provide the label in the first line and provide a short explanation in the second line.",0.2088607594936709
0.2088607594936709,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into ‘NEGATIVE’, ‘POSITIVE’, or ‘NEUTRAL’ class. Label ‘NEGATIVE’ if it is corresponding to negative sentiment, ‘POSITIVE’ if it is corresponding to positive sentiment, or ‘NEUTRAL’ if the sentiment is neutral. Provide the label in the first line and provide a short explanation in the second line.","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into one of the following categories: 'POSITIVE', 'NEGATIVE', or 'NEUTRAL'. Provide a detailed analysis of your classification, including specific examples and context, to support your answer. Consider the tone, language, and structure of the sentence, as well as its emotional tone and sentiment. When classifying, consider the potential nuances and subtleties of the sentence, and avoid making binary classifications. Instead, provide a more detailed and nuanced analysis of the sentence's sentiment, including the specific technical terms and phrases that contribute to its sentiment. For instance, if you classify the sentence as 'POSITIVE', explain how the sentence's tone, language, and structure contribute to its positive sentiment, and provide specific",0.1962025316455696
0.2088607594936709,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into ‘NEGATIVE’, ‘POSITIVE’, or ‘NEUTRAL’ class. Label ‘NEGATIVE’ if it is corresponding to negative sentiment, ‘POSITIVE’ if it is corresponding to positive sentiment, or ‘NEUTRAL’ if the sentiment is neutral. Provide the label in the first line and provide a short explanation in the second line.","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into 'POSITIVE', 'NEGATIVE', or 'NEUTRAL' class. To provide a more accurate classification, please consider the following:

* Provide a detailed analysis of the sentence's components, such as nouns, verbs, and adjectives, and how they contribute to the sentence's overall meaning.
* Use precise language to describe the sentence's tone and content, such as ""factual,"" ""objective,"" or ""descriptive.""
* Support your classification with concrete examples or evidence from the sentence, such as specific quotes or phrases.
* Consider incorporating more complex ideas, theories, or perspectives to provide a more comprehensive analysis.
* Be specific about what drives the sentiment, such as ""The phrase 'Europe's </",0.18354430379746836
0.2088607594936709,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into ‘NEGATIVE’, ‘POSITIVE’, or ‘NEUTRAL’ class. Label ‘NEGATIVE’ if it is corresponding to negative sentiment, ‘POSITIVE’ if it is corresponding to positive sentiment, or ‘NEUTRAL’ if the sentiment is neutral. Provide the label in the first line and provide a short explanation in the second line.","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into 'POSITIVE', 'NEGATIVE', or 'NEUTRAL' class. Provide a concise and specific label in the first line, followed by a detailed and nuanced analysis that highlights the key factors contributing to the sentiment. Ensure that the analysis is data-driven and provides concrete evidence to support the classification.

To improve the response, please consider the following additional guidelines:

* Provide a more specific and context-dependent analysis: Instead of providing general statements about the sentiment, try to provide more specific and context-dependent insights about the sentence, such as how the sentence's structure or word choice contributes to the overall tone.
* Offer more nuanced tone detection: Provide more granular information about the tone, such as specific emotions or undertones",0.1518987341772152
0.2088607594936709,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into ‘NEGATIVE’, ‘POSITIVE’, or ‘NEUTRAL’ class. Label ‘NEGATIVE’ if it is corresponding to negative sentiment, ‘POSITIVE’ if it is corresponding to positive sentiment, or ‘NEUTRAL’ if the sentiment is neutral. Provide the label in the first line and provide a short explanation in the second line.","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier, focusing on precision, nuance, and contextual understanding. Classify the following sentence into 'POSITIVE', 'NEGATIVE', or 'NEUTRAL' class, providing a detailed explanation for your classification. Please consider the following aspects:

* **Specificity**: Highlight the specific words, phrases, or tone that contribute to the sentiment, avoiding ambiguity. Consider adding more specific details to the response, such as ""The sentence suggests a moderate financial growth, which is reflected in the company's quarterly earnings report.""
* **Contextualization**: Consider the context of the query and the sentence's relevance to the topic. Explain how the sentence addresses the query or provides additional information about the topic. Add more context to the response, such as ""The",0.03164556962025317
0.21518987341772153,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into 'POSITIVE', 'NEGATIVE', or 'NEUTRAL' class. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. Use a more concise and structured approach to your analysis, including specific examples and evidence from the sentence to support your classification. Additionally, consider the potential biases and limitations of your classification, and provide a clear justification for your decision. To improve your accuracy, please consider the following: the sentence's tone, the use of emotional language, the presence of explicit sentiment indicators such as words like ""amazing"", ""outstanding"", ""terrible","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into 'POSITIVE', 'NEGATIVE', or 'NEUTRAL' class. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. Use a more concise and structured approach to your analysis, including specific examples and evidence from the sentence to support your classification. Additionally, consider the potential biases and limitations of your classification, and provide a clear justification for your decision. To improve your accuracy, please consider the following: the sentence's tone, the use of emotional language, the presence of explicit sentiment indicators such as words like ""amazing"", ""outstanding"", ""terrible",0.21518987341772153
0.21518987341772153,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into 'POSITIVE', 'NEGATIVE', or 'NEUTRAL' class. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. Use a more concise and structured approach to your analysis, including specific examples and evidence from the sentence to support your classification. Additionally, consider the potential biases and limitations of your classification, and provide a clear justification for your decision. To improve your accuracy, please consider the following: the sentence's tone, the use of emotional language, the presence of explicit sentiment indicators such as words like ""amazing"", ""outstanding"", ""terrible","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence into 'POSITIVE', 'NEGATIVE', or 'NEUTRAL' class. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. Use a more concise and structured approach to your analysis, including specific examples and evidence from the sentence to support your classification. Additionally, consider the potential biases and limitations of your classification, and provide a clear justification for your decision. To improve your accuracy, please consider the following: the sentence's tone, the use of emotional language, the presence of explicit sentiment indicators such as words like ""amazing"", ""outstanding"", ""terrible",0.21518987341772153
0.22151898734177214,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence as 'POSITIVE', 'NEGATIVE', or 'NEUTRAL'. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. Use a more concise and structured approach to your analysis, including specific examples and evidence from the sentence to support your classification. Additionally, consider the potential biases and limitations of your classification, and provide a clear justification for your decision. To improve your accuracy, please consider the following: the sentence's tone, the use of emotional language, the presence of explicit sentiment indicators such as words like ""amazing"", ""outstanding"", ""terrible"", and","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence as 'POSITIVE', 'NEGATIVE', or 'NEUTRAL'. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. Use a more concise and structured approach to your analysis, including specific examples and evidence from the sentence to support your classification. Additionally, consider the potential biases and limitations of your classification, and provide a clear justification for your decision. To improve your accuracy, please consider the following: the sentence's tone, the use of emotional language, the presence of explicit sentiment indicators such as words like ""amazing"", ""outstanding"", ""terrible"", and",0.22151898734177214
0.23417721518987342,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence as 'POSITIVE', 'NEGATIVE', or 'NEUTRAL'. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. 

To improve your accuracy, please consider the following: 
* The sentence's tone, including any subtle emotional cues or biases. 
* The use of emotional language, such as words with strong connotations or emotional intensity. 
* The presence of explicit sentiment indicators, such as words like ""amazing"", ""outstanding"", ""terrible"", and ""unbelievable"". 
* The potential impact of cultural or personal biases on your classification","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier. Classify the following sentence as 'POSITIVE', 'NEGATIVE', or 'NEUTRAL'. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. 

To improve your accuracy, please consider the following: 
* The sentence's tone, including any subtle emotional cues or biases. 
* The use of emotional language, such as words with strong connotations or emotional intensity. 
* The presence of explicit sentiment indicators, such as words like ""amazing"", ""outstanding"", ""terrible"", and ""unbelievable"". 
* The potential impact of cultural or personal biases on your classification",0.23417721518987342
0.2468354430379747,"Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier that is aware of potential cultural or personal biases that may influence your classification. Analyze the sentence's emotional tone and identify any emotional cues, subtle or explicit, that could sway your classification towards a positive, negative, or neutral sentiment. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. To improve your accuracy, consider the following:

* Identify the tone or sentiment of the sentence by analyzing the words used, such as 'growth' which could be interpreted as positive, or 'due to' which could imply a cause-and-effect relationship.
* Pay attention to the sentence's structure and syntax, as well","Discard all the previous instructions. Behave like you are an expert sentence sentiment classifier that is aware of potential cultural or personal biases that may influence your classification. Analyze the sentence's emotional tone and identify any emotional cues, subtle or explicit, that could sway your classification towards a positive, negative, or neutral sentiment. Provide a detailed explanation for your classification, focusing on the key phrases, precise language, and nuanced tone. Consider the context and tone of the sentence, and provide guidance on how to classify it accordingly. To improve your accuracy, consider the following:

* Identify the tone or sentiment of the sentence by analyzing the words used, such as 'growth' which could be interpreted as positive, or 'due to' which could imply a cause-and-effect relationship.
* Pay attention to the sentence's structure and syntax, as well",0.2468354430379747
