sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .","**NEUTRAL**  
The sentence is a factual statement listing countries without expressing any positive or negative sentiment.",1,"ModelResponse(id='909f623f4c8a0804', created=1738218320, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='**NEUTRAL**  \nThe sentence is a factual statement listing countries without expressing any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=171, total_tokens=194, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .","NEUTRAL  
The sentence provides factual information about CapMan's real estate fund, its investment capacity, and its activities without expressing any positive or negative sentiment.",1,"ModelResponse(id='909f623f5d68d637', created=1738218323, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL  \nThe sentence provides factual information about CapMan's real estate fund, its investment capacity, and its activities without expressing any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=152, total_tokens=185, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
The value of the contracts is about EUR 3.3 mn .,"NEUTRAL  
The sentence is a factual statement about the value of contracts and does not express any positive or negative sentiment.",1,"ModelResponse(id='909f623f4bfc5a28', created=1738218321, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL  \nThe sentence is a factual statement about the value of contracts and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=126, total_tokens=152, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .","NEUTRAL  
The sentence provides factual information about Honkarakenne's exports to Japan without expressing any positive or negative sentiment.",1,"ModelResponse(id='909f623f4dfbd6a9', created=1738218321, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL  \nThe sentence provides factual information about Honkarakenne's exports to Japan without expressing any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=144, total_tokens=171, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .","**POSITIVE**  
The sentence highlights positive attributes such as ""leading supply status"" and ""high-growth products,"" which convey a favorable sentiment about Tellabs' value and potential.",2,"ModelResponse(id='909f623f592de604', created=1738218323, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='**POSITIVE**  \nThe sentence highlights positive attributes such as ""leading supply status"" and ""high-growth products,"" which convey a favorable sentiment about Tellabs\' value and potential.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=37, prompt_tokens=144, total_tokens=181, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .","NEUTRAL  
The sentence provides factual information about an order and its organization without expressing any positive or negative sentiment.",1,"ModelResponse(id='909f623f3e005878', created=1738218320, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL  \nThe sentence provides factual information about an order and its organization without expressing any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=138, total_tokens=162, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .","NEUTRAL  
The sentence provides factual information about the company's financial performance without expressing any explicit positive or negative sentiment. It simply compares net profit and net loss figures from different time periods.",2,"ModelResponse(id='909f623f4fb6e5be', created=1738218323, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL  \nThe sentence provides factual information about the company's financial performance without expressing any explicit positive or negative sentiment. It simply compares net profit and net loss figures from different time periods."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=152, total_tokens=191, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .","NEUTRAL  
The sentence provides factual information about the company's order book and its growth without expressing any explicit positive or negative sentiment.",2,"ModelResponse(id='909f623f4e18d6e7', created=1738218321, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL  \nThe sentence provides factual information about the company's order book and its growth without expressing any explicit positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=173, total_tokens=201, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
Aspo has also investigated the sales opportunities of Kaukomarkkinat 's electronics business .,"NEUTRAL  
The sentence is factual and does not express any positive or negative sentiment. It simply states that Aspo has investigated sales opportunities, which is a neutral statement.",1,"ModelResponse(id='909f623f4f943897', created=1738218323, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL  \nThe sentence is factual and does not express any positive or negative sentiment. It simply states that Aspo has investigated sales opportunities, which is a neutral statement.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=131, total_tokens=167, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,"**NEUTRAL**  
The sentence provides factual information about Biohit Oyj's financial performance, stating that its net loss narrowed. There is no explicit positive or negative sentiment conveyed, as it is purely informational.",2,"ModelResponse(id='909f623f5e08e5f3', created=1738218324, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""**NEUTRAL**  \nThe sentence provides factual information about Biohit Oyj's financial performance, stating that its net loss narrowed. There is no explicit positive or negative sentiment conveyed, as it is purely informational."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=44, prompt_tokens=188, total_tokens=232, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
