documents,llm_responses,actual_labels,complete_responses,extracted_labels
How do I locate my card?,"The sentence ""How do I locate my card?"" does not directly match any of the specific intents listed. However, it could potentially relate to the intent of ""card_not_working"" if the context involves a lost card, or it might be associated with ""lost_or_stolen_card"" if the user is trying to find a misplaced card. If the context is about tracking the delivery of a new card, it might relate to ""card_arrival"" or ""card_delivery_estimate."" Without additional context, it's challenging to assign a precise category.",11,"ModelResponse(id='chatcmpl-AutzQgMrlUIhqDJw8h0o7dS4KjN6a', created=1738124956, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How do I locate my card?"" does not directly match any of the specific intents listed. However, it could potentially relate to the intent of ""card_not_working"" if the context involves a lost card, or it might be associated with ""lost_or_stolen_card"" if the user is trying to find a misplaced card. If the context is about tracking the delivery of a new card, it might relate to ""card_arrival"" or ""card_delivery_estimate."" Without additional context, it\'s challenging to assign a precise category.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=111, prompt_tokens=530, total_tokens=641, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",14
"I still have not received my new card, I ordered over a week ago.","The sentence ""I still have not received my new card, I ordered over a week ago."" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='chatcmpl-AutzS7pCyD5RbH8Nmc0jIpWdJ8T6S', created=1738124958, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I still have not received my new card, I ordered over a week ago."" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=539, total_tokens=569, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",11
I ordered a card but it has not arrived. Help please!,"The sentence ""I ordered a card but it has not arrived. Help please!"" belongs to the category 'card_arrival'.",11,"ModelResponse(id='chatcmpl-AutzTrYN3V2PeJSoL0EbFJJrM7wq4', created=1738124959, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card but it has not arrived. Help please!"" belongs to the category \'card_arrival\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=536, total_tokens=562, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",11
Is there a way to know when my card will arrive?,"The sentence ""Is there a way to know when my card will arrive?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='chatcmpl-AutzURH1RkpRSVzVAn2tORJqqYUVC', created=1738124960, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Is there a way to know when my card will arrive?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=535, total_tokens=561, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",11
My card has not arrived yet.,"The sentence ""My card has not arrived yet."" belongs to the category 'card_arrival'.",11,"ModelResponse(id='chatcmpl-AutzVIooNpXPbyYiorqdZLkCecx53', created=1738124961, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card has not arrived yet."" belongs to the category \'card_arrival\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=530, total_tokens=550, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",11
When will I get my card?,"The sentence ""When will I get my card?"" belongs to the category 'card_arrival'.",11,"ModelResponse(id='chatcmpl-AutzWbrSiFN3UPxfzwoDM9CkZ49eE', created=1738124962, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""When will I get my card?"" belongs to the category \'card_arrival\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=530, total_tokens=550, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",11
Do you know if there is a tracking number for the new card you sent me?,"The sentence ""Do you know if there is a tracking number for the new card you sent me?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='chatcmpl-AutzXRQwhe2MA2maDEaKx921DSMoE', created=1738124963, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Do you know if there is a tracking number for the new card you sent me?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=540, total_tokens=571, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",12
i have not received my card,"The sentence ""I have not received my card"" belongs to the category 'card_arrival'.",11,"ModelResponse(id='chatcmpl-AutzYcVDgsr8EkLEADgEpJ9Xsmnoo', created=1738124964, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I have not received my card"" belongs to the category \'card_arrival\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=529, total_tokens=549, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",11
still waiting on that card,"The sentence ""still waiting on that card"" likely belongs to the category 'card_arrival'.",11,"ModelResponse(id='chatcmpl-AutzZqf9teEPdX8MgAJWZCL6TQLmv', created=1738124965, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""still waiting on that card"" likely belongs to the category \'card_arrival\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=528, total_tokens=548, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",11
Is it normal to have to wait over a week for my new card?,"The sentence ""Is it normal to have to wait over a week for my new card?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='chatcmpl-AutzaXb6X9JAEPYAvLYXuciFX3qYx', created=1738124966, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Is it normal to have to wait over a week for my new card?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=538, total_tokens=567, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",12
