texts,llm_responses,actual_labels,complete_responses,extracted_labels
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",1,0,"ModelResponse(id='chatcmpl-AzXlgXeSGOpKBC1ZR2G0WPSzc5giQ', created=1739231176, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='1', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=461, prompt_tokens=109, total_tokens=570, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=448, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",1
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",0,0,"ModelResponse(id='chatcmpl-AzXlg85yQFkD8nvdBPekp4wZlH4zf', created=1739231176, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=461, prompt_tokens=122, total_tokens=583, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=448, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,0,0,"ModelResponse(id='chatcmpl-AzXlgd96JkiYST1ycBVfNaqhVtj6i', created=1739231176, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=398, prompt_tokens=101, total_tokens=499, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=384, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",0,1,"ModelResponse(id='chatcmpl-AzXlgy8pl6aQD46L0oHvoY5dsTtIu', created=1739231176, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=205, prompt_tokens=112, total_tokens=317, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=192, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,0,2,"ModelResponse(id='chatcmpl-AzXlgkKoMJS50TyZqAIozpLJILaRC', created=1739231176, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=204, prompt_tokens=100, total_tokens=304, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=192, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0,2,"ModelResponse(id='chatcmpl-AzXlrSOd9iUHTDEW2VjAZZcJRk8Bq', created=1739231187, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=396, prompt_tokens=94, total_tokens=490, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=384, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",0,0,"ModelResponse(id='chatcmpl-AzXlrbSl0KUNFMRN6VQQCziZwC0e6', created=1739231187, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=397, prompt_tokens=118, total_tokens=515, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=384, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .",0,2,"ModelResponse(id='chatcmpl-AzXlrl4iy9PKwYQdOySa2gMEUrp5B', created=1739231187, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=589, prompt_tokens=112, total_tokens=701, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=576, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,0,2,"ModelResponse(id='chatcmpl-AzXlrGiaB2oxliYag1Jey3mMg2XjG', created=1739231187, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=333, prompt_tokens=111, total_tokens=444, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=320, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,1,"ModelResponse(id='chatcmpl-AzXlr5ClgJku5zzJreOrS4TfZtQDX', created=1739231187, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=269, prompt_tokens=100, total_tokens=369, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=256, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')",0
