texts,llm_responses,actual_labels,complete_responses,extracted_labels
"The stock price rose 70.0 ores or 0.9 % to close at SEK77 .65 , ending a two-day streak of losses .",1,0,"ModelResponse(id='chatcmpl-6aa44fc1-4051-43a9-873b-aa5e4f55276a', created=1738353640, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='1', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=98, total_tokens=99, completion_tokens_details=None, prompt_tokens_details=None))",1
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",0,0,"ModelResponse(id='chatcmpl-c6282477-76e1-42ae-8962-3dab1693328f', created=1738353640, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=105, total_tokens=106, completion_tokens_details=None, prompt_tokens_details=None))",0
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,0,0,"ModelResponse(id='chatcmpl-92428670-3d4b-45b5-90f6-770d03ec47d1', created=1738353640, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=89, total_tokens=90, completion_tokens_details=None, prompt_tokens_details=None))",0
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",0,1,"ModelResponse(id='chatcmpl-b9447e10-3613-43d4-9191-4a9d25f33ba6', created=1738353640, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=101, total_tokens=102, completion_tokens_details=None, prompt_tokens_details=None))",0
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,0,2,"ModelResponse(id='chatcmpl-947033b7-b63a-4566-8f5b-1833af8047a7', created=1738353641, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=88, total_tokens=89, completion_tokens_details=None, prompt_tokens_details=None))",0
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",0,2,"ModelResponse(id='chatcmpl-bb38185c-eb78-43c4-b2f0-f1dae2beedda', created=1738353641, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=79, total_tokens=80, completion_tokens_details=None, prompt_tokens_details=None))",0
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",1,0,"ModelResponse(id='chatcmpl-e08b17b3-7d21-4e1a-9127-de8a01816453', created=1738353641, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='1', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=111, total_tokens=112, completion_tokens_details=None, prompt_tokens_details=None))",1
"Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .",0,2,"ModelResponse(id='chatcmpl-9ec9f9f7-0fcc-4b23-88f1-02c707953d69', created=1738353641, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=98, total_tokens=99, completion_tokens_details=None, prompt_tokens_details=None))",0
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,0,2,"ModelResponse(id='chatcmpl-59c455bd-468e-478d-820d-7765f0c18638', created=1738353641, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=96, total_tokens=97, completion_tokens_details=None, prompt_tokens_details=None))",0
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",0,1,"ModelResponse(id='chatcmpl-4a777a47-3583-4698-8c4d-3ccd9d98ce08', created=1738353641, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='0', role='assistant', tool_calls=None, function_call=None, provider_specific_fields=None))], usage=Usage(completion_tokens=1, prompt_tokens=87, total_tokens=88, completion_tokens_details=None, prompt_tokens_details=None))",0
